Abaqus JOB PoljeU1-U
Abaqus 6.12-2
Abaqus License Manager checked out the following licenses:
Abaqus/Standard checked out 5 tokens.
<1019 out of 1024 licenses remain available>.
Begin Compiling Abaqus/Standard User Subroutines
6/3/2025 11:26:40 AM
End Compiling Abaqus/Standard User Subroutines
6/3/2025 11:26:40 AM
Begin Linking Abaqus/Standard User Subroutines
6/3/2025 11:26:40 AM
   Creating library standardU.lib and object standardU.exp
End Linking Abaqus/Standard User Subroutines
6/3/2025 11:26:41 AM
Begin Analysis Input File Processor
6/3/2025 11:26:41 AM
Run pre.exe
6/3/2025 11:26:44 AM
End Analysis Input File Processor
Begin Abaqus/Standard Analysis
6/3/2025 11:26:44 AM
Run standard.exe
PHANTOM;   1;     113; 1;    0.179535588614614E+02;    0.141282100785358E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     113; 2;    0.163601869922631E+02;    0.153351878751108E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     113; 3;    0.172723056744036E+02;    0.128543485248892E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     113; 4;    0.154092601718719E+02;    0.142254721214642E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     114; 1;    0.167348514021847E+02;    0.117620875393370E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     114; 2;    0.147027525892044E+02;    0.133703045280037E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     114; 3;    0.159477522107956E+02;    0.100518365853296E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     114; 4;    0.137234647978153E+02;    0.121436589673297E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     115; 1;    0.129147362205246E+02;    0.113317573080141E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
PHANTOM;   1;     115; 2;    0.116845364492224E+02;    0.103402462846884E+02;    0.100000000000000E+01;    0.000000000000000E+00;    0.000000000000000E+00;    0.100000000000000E+01;    0.100000000000000E+01
